rideable_type,member_casual,date,start_in_hot_zones,end_in_hot_zones,at_stations,count,ISweekday,ISholiday,temp,feelslike,snow,visibility
classic_bike,casual,2022-01-01,0.0,0.0,0,3,0,1,34.8,24.3,0.3,4.6
classic_bike,casual,2022-01-01,0.0,0.0,1,192,0,1,34.8,24.3,0.3,4.6
classic_bike,casual,2022-01-01,0.0,1.0,1,80,0,1,34.8,24.3,0.3,4.6
classic_bike,casual,2022-01-01,1.0,0.0,1,87,0,1,34.8,24.3,0.3,4.6
classic_bike,casual,2022-01-01,1.0,1.0,0,3,0,1,34.8,24.3,0.3,4.6
classic_bike,casual,2022-01-01,1.0,1.0,1,108,0,1,34.8,24.3,0.3,4.6
classic_bike,casual,2022-01-02,0.0,0.0,0,2,0,0,23.5,13.0,1.7,7.9
classic_bike,casual,2022-01-02,0.0,0.0,1,62,0,0,23.5,13.0,1.7,7.9
classic_bike,casual,2022-01-02,0.0,1.0,1,37,0,0,23.5,13.0,1.7,7.9
classic_bike,casual,2022-01-02,1.0,0.0,1,37,0,0,23.5,13.0,1.7,7.9
classic_bike,casual,2022-01-02,1.0,1.0,0,1,0,0,23.5,13.0,1.7,7.9
classic_bike,casual,2022-01-02,1.0,1.0,1,58,0,0,23.5,13.0,1.7,7.9
classic_bike,casual,2022-01-03,0.0,0.0,0,3,1,0,17.2,6.9,0.7,9.9
classic_bike,casual,2022-01-03,0.0,0.0,1,65,1,0,17.2,6.9,0.7,9.9
classic_bike,casual,2022-01-03,0.0,1.0,1,36,1,0,17.2,6.9,0.7,9.9
classic_bike,casual,2022-01-03,1.0,0.0,1,39,1,0,17.2,6.9,0.7,9.9
classic_bike,casual,2022-01-03,1.0,1.0,1,53,1,0,17.2,6.9,0.7,9.9
classic_bike,casual,2022-01-04,0.0,0.0,1,100,1,0,29.8,19.8,0.0,9.9
classic_bike,casual,2022-01-04,0.0,1.0,1,35,1,0,29.8,19.8,0.0,9.9
classic_bike,casual,2022-01-04,1.0,0.0,1,40,1,0,29.8,19.8,0.0,9.9
classic_bike,casual,2022-01-04,1.0,1.0,0,1,1,0,29.8,19.8,0.0,9.9
classic_bike,casual,2022-01-04,1.0,1.0,1,54,1,0,29.8,19.8,0.0,9.9
classic_bike,casual,2022-01-05,0.0,0.0,0,2,1,0,19.7,3.7,0.0,6.1
classic_bike,casual,2022-01-05,0.0,0.0,1,58,1,0,19.7,3.7,0.0,6.1
classic_bike,casual,2022-01-05,0.0,1.0,1,20,1,0,19.7,3.7,0.0,6.1
classic_bike,casual,2022-01-05,1.0,0.0,1,21,1,0,19.7,3.7,0.0,6.1
classic_bike,casual,2022-01-05,1.0,1.0,1,46,1,0,19.7,3.7,0.0,6.1
classic_bike,casual,2022-01-06,0.0,0.0,0,1,1,0,11.2,-3.8,0.0,9.6
classic_bike,casual,2022-01-06,0.0,0.0,1,54,1,0,11.2,-3.8,0.0,9.6
classic_bike,casual,2022-01-06,0.0,1.0,1,20,1,0,11.2,-3.8,0.0,9.6
classic_bike,casual,2022-01-06,1.0,0.0,1,21,1,0,11.2,-3.8,0.0,9.6
classic_bike,casual,2022-01-06,1.0,1.0,0,1,1,0,11.2,-3.8,0.0,9.6
classic_bike,casual,2022-01-06,1.0,1.0,1,46,1,0,11.2,-3.8,0.0,9.6
classic_bike,casual,2022-01-07,0.0,0.0,0,1,1,0,8.0,-4.5,0.0,9.9
classic_bike,casual,2022-01-07,0.0,0.0,1,87,1,0,8.0,-4.5,0.0,9.9
classic_bike,casual,2022-01-07,0.0,1.0,1,23,1,0,8.0,-4.5,0.0,9.9
classic_bike,casual,2022-01-07,1.0,0.0,1,30,1,0,8.0,-4.5,0.0,9.9
classic_bike,casual,2022-01-07,1.0,1.0,1,68,1,0,8.0,-4.5,0.0,9.9
classic_bike,casual,2022-01-08,0.0,0.0,0,1,0,0,24.3,13.3,0.0,7.5
classic_bike,casual,2022-01-08,0.0,0.0,1,78,0,0,24.3,13.3,0.0,7.5
classic_bike,casual,2022-01-08,0.0,1.0,1,46,0,0,24.3,13.3,0.0,7.5
classic_bike,casual,2022-01-08,1.0,0.0,1,41,0,0,24.3,13.3,0.0,7.5
classic_bike,casual,2022-01-08,1.0,1.0,0,1,0,0,24.3,13.3,0.0,7.5
classic_bike,casual,2022-01-08,1.0,1.0,1,61,0,0,24.3,13.3,0.0,7.5
classic_bike,casual,2022-01-09,0.0,0.0,0,2,0,0,24.8,13.6,0.0,9.5
classic_bike,casual,2022-01-09,0.0,0.0,1,68,0,0,24.8,13.6,0.0,9.5
classic_bike,casual,2022-01-09,0.0,1.0,1,30,0,0,24.8,13.6,0.0,9.5
classic_bike,casual,2022-01-09,1.0,0.0,1,22,0,0,24.8,13.6,0.0,9.5
classic_bike,casual,2022-01-09,1.0,1.0,0,4,0,0,24.8,13.6,0.0,9.5
classic_bike,casual,2022-01-09,1.0,1.0,1,53,0,0,24.8,13.6,0.0,9.5
classic_bike,casual,2022-01-10,0.0,0.0,0,3,1,0,13.9,1.9,0.0,9.8
classic_bike,casual,2022-01-10,0.0,0.0,1,54,1,0,13.9,1.9,0.0,9.8
classic_bike,casual,2022-01-10,0.0,1.0,1,26,1,0,13.9,1.9,0.0,9.8
classic_bike,casual,2022-01-10,1.0,0.0,1,25,1,0,13.9,1.9,0.0,9.8
classic_bike,casual,2022-01-10,1.0,1.0,0,1,1,0,13.9,1.9,0.0,9.8
classic_bike,casual,2022-01-10,1.0,1.0,1,32,1,0,13.9,1.9,0.0,9.8
classic_bike,casual,2022-01-11,0.0,0.0,0,2,1,0,21.2,11.2,0.0,9.9
classic_bike,casual,2022-01-11,0.0,0.0,1,58,1,0,21.2,11.2,0.0,9.9
classic_bike,casual,2022-01-11,0.0,1.0,1,30,1,0,21.2,11.2,0.0,9.9
classic_bike,casual,2022-01-11,1.0,0.0,1,27,1,0,21.2,11.2,0.0,9.9
classic_bike,casual,2022-01-11,1.0,1.0,0,1,1,0,21.2,11.2,0.0,9.9
classic_bike,casual,2022-01-11,1.0,1.0,1,51,1,0,21.2,11.2,0.0,9.9
classic_bike,casual,2022-01-12,0.0,0.0,0,3,1,0,37.2,32.3,0.0,9.9
classic_bike,casual,2022-01-12,0.0,0.0,1,148,1,0,37.2,32.3,0.0,9.9
classic_bike,casual,2022-01-12,0.0,1.0,1,68,1,0,37.2,32.3,0.0,9.9
classic_bike,casual,2022-01-12,1.0,0.0,1,71,1,0,37.2,32.3,0.0,9.9
classic_bike,casual,2022-01-12,1.0,1.0,0,1,1,0,37.2,32.3,0.0,9.9
classic_bike,casual,2022-01-12,1.0,1.0,1,105,1,0,37.2,32.3,0.0,9.9
classic_bike,casual,2022-01-13,0.0,0.0,0,3,1,0,37.0,33.6,0.0,9.1
classic_bike,casual,2022-01-13,0.0,0.0,1,159,1,0,37.0,33.6,0.0,9.1
classic_bike,casual,2022-01-13,0.0,1.0,1,80,1,0,37.0,33.6,0.0,9.1
classic_bike,casual,2022-01-13,1.0,0.0,1,59,1,0,37.0,33.6,0.0,9.1
classic_bike,casual,2022-01-13,1.0,1.0,0,1,1,0,37.0,33.6,0.0,9.1
classic_bike,casual,2022-01-13,1.0,1.0,1,102,1,0,37.0,33.6,0.0,9.1
classic_bike,casual,2022-01-14,0.0,0.0,0,5,1,0,32.9,22.8,0.2,8.5
classic_bike,casual,2022-01-14,0.0,0.0,1,142,1,0,32.9,22.8,0.2,8.5
classic_bike,casual,2022-01-14,0.0,1.0,1,62,1,0,32.9,22.8,0.2,8.5
classic_bike,casual,2022-01-14,1.0,0.0,1,53,1,0,32.9,22.8,0.2,8.5
classic_bike,casual,2022-01-14,1.0,1.0,0,4,1,0,32.9,22.8,0.2,8.5
classic_bike,casual,2022-01-14,1.0,1.0,1,106,1,0,32.9,22.8,0.2,8.5
classic_bike,casual,2022-01-15,0.0,0.0,0,1,0,0,24.2,12.9,0.1,8.4
classic_bike,casual,2022-01-15,0.0,0.0,1,140,0,0,24.2,12.9,0.1,8.4
classic_bike,casual,2022-01-15,0.0,1.0,1,59,0,0,24.2,12.9,0.1,8.4
classic_bike,casual,2022-01-15,1.0,0.0,1,63,0,0,24.2,12.9,0.1,8.4
classic_bike,casual,2022-01-15,1.0,1.0,0,2,0,0,24.2,12.9,0.1,8.4
classic_bike,casual,2022-01-15,1.0,1.0,1,99,0,0,24.2,12.9,0.1,8.4
classic_bike,casual,2022-01-16,0.0,0.0,0,1,0,0,22.4,16.8,0.0,9.1
classic_bike,casual,2022-01-16,0.0,0.0,1,157,0,0,22.4,16.8,0.0,9.1
classic_bike,casual,2022-01-16,0.0,1.0,1,55,0,0,22.4,16.8,0.0,9.1
classic_bike,casual,2022-01-16,1.0,0.0,1,52,0,0,22.4,16.8,0.0,9.1
classic_bike,casual,2022-01-16,1.0,1.0,0,2,0,0,22.4,16.8,0.0,9.1
classic_bike,casual,2022-01-16,1.0,1.0,1,100,0,0,22.4,16.8,0.0,9.1
classic_bike,casual,2022-01-17,0.0,0.0,1,136,1,1,27.1,17.0,0.2,9.7
classic_bike,casual,2022-01-17,0.0,1.0,1,51,1,1,27.1,17.0,0.2,9.7
classic_bike,casual,2022-01-17,1.0,0.0,1,41,1,1,27.1,17.0,0.2,9.7
classic_bike,casual,2022-01-17,1.0,1.0,0,1,1,1,27.1,17.0,0.2,9.7
classic_bike,casual,2022-01-17,1.0,1.0,1,53,1,1,27.1,17.0,0.2,9.7
classic_bike,casual,2022-01-18,0.0,0.0,0,3,1,0,33.6,25.5,0.0,9.8
classic_bike,casual,2022-01-18,0.0,0.0,1,146,1,0,33.6,25.5,0.0,9.8
classic_bike,casual,2022-01-18,0.0,1.0,1,62,1,0,33.6,25.5,0.0,9.8
classic_bike,casual,2022-01-18,1.0,0.0,1,63,1,0,33.6,25.5,0.0,9.8
classic_bike,casual,2022-01-18,1.0,1.0,0,1,1,0,33.6,25.5,0.0,9.8
classic_bike,casual,2022-01-18,1.0,1.0,1,109,1,0,33.6,25.5,0.0,9.8
classic_bike,casual,2022-01-19,0.0,0.0,0,5,1,0,25.0,12.8,0.0,9.9
classic_bike,casual,2022-01-19,0.0,0.0,1,85,1,0,25.0,12.8,0.0,9.9
classic_bike,casual,2022-01-19,0.0,1.0,1,49,1,0,25.0,12.8,0.0,9.9
classic_bike,casual,2022-01-19,1.0,0.0,1,54,1,0,25.0,12.8,0.0,9.9
classic_bike,casual,2022-01-19,1.0,1.0,0,1,1,0,25.0,12.8,0.0,9.9
classic_bike,casual,2022-01-19,1.0,1.0,1,90,1,0,25.0,12.8,0.0,9.9
classic_bike,casual,2022-01-20,0.0,0.0,0,3,1,0,13.7,0.9,0.0,9.9
classic_bike,casual,2022-01-20,0.0,0.0,1,77,1,0,13.7,0.9,0.0,9.9
classic_bike,casual,2022-01-20,0.0,1.0,1,37,1,0,13.7,0.9,0.0,9.9
classic_bike,casual,2022-01-20,1.0,0.0,1,24,1,0,13.7,0.9,0.0,9.9
classic_bike,casual,2022-01-20,1.0,1.0,0,2,1,0,13.7,0.9,0.0,9.9
classic_bike,casual,2022-01-20,1.0,1.0,1,68,1,0,13.7,0.9,0.0,9.9
classic_bike,casual,2022-01-21,0.0,0.0,0,1,1,0,18.3,10.6,0.0,9.9
classic_bike,casual,2022-01-21,0.0,0.0,1,126,1,0,18.3,10.6,0.0,9.9
classic_bike,casual,2022-01-21,0.0,1.0,1,57,1,0,18.3,10.6,0.0,9.9
classic_bike,casual,2022-01-21,1.0,0.0,1,71,1,0,18.3,10.6,0.0,9.9
classic_bike,casual,2022-01-21,1.0,1.0,1,80,1,0,18.3,10.6,0.0,9.9
classic_bike,casual,2022-01-22,0.0,0.0,0,4,0,0,25.2,13.2,1.3,9.3
classic_bike,casual,2022-01-22,0.0,0.0,1,170,0,0,25.2,13.2,1.3,9.3
classic_bike,casual,2022-01-22,0.0,1.0,1,100,0,0,25.2,13.2,1.3,9.3
classic_bike,casual,2022-01-22,1.0,0.0,1,90,0,0,25.2,13.2,1.3,9.3
classic_bike,casual,2022-01-22,1.0,1.0,0,1,0,0,25.2,13.2,1.3,9.3
classic_bike,casual,2022-01-22,1.0,1.0,1,128,0,0,25.2,13.2,1.3,9.3
classic_bike,casual,2022-01-23,0.0,0.0,0,2,0,0,18.2,7.6,2.3,6.8
classic_bike,casual,2022-01-23,0.0,0.0,1,45,0,0,18.2,7.6,2.3,6.8
classic_bike,casual,2022-01-23,0.0,1.0,1,23,0,0,18.2,7.6,2.3,6.8
classic_bike,casual,2022-01-23,1.0,0.0,1,13,0,0,18.2,7.6,2.3,6.8
classic_bike,casual,2022-01-23,1.0,1.0,0,1,0,0,18.2,7.6,2.3,6.8
classic_bike,casual,2022-01-23,1.0,1.0,1,22,0,0,18.2,7.6,2.3,6.8
classic_bike,casual,2022-01-24,0.0,0.0,0,1,1,0,19.6,8.5,0.3,7.3
classic_bike,casual,2022-01-24,0.0,0.0,1,46,1,0,19.6,8.5,0.3,7.3
classic_bike,casual,2022-01-24,0.0,1.0,1,7,1,0,19.6,8.5,0.3,7.3
classic_bike,casual,2022-01-24,1.0,0.0,1,17,1,0,19.6,8.5,0.3,7.3
classic_bike,casual,2022-01-24,1.0,1.0,1,28,1,0,19.6,8.5,0.3,7.3
classic_bike,casual,2022-01-25,0.0,0.0,0,3,1,0,8.8,-5.3,0.1,9.9
classic_bike,casual,2022-01-25,0.0,0.0,1,60,1,0,8.8,-5.3,0.1,9.9
classic_bike,casual,2022-01-25,0.0,1.0,1,17,1,0,8.8,-5.3,0.1,9.9
classic_bike,casual,2022-01-25,1.0,0.0,1,17,1,0,8.8,-5.3,0.1,9.9
classic_bike,casual,2022-01-25,1.0,1.0,1,25,1,0,8.8,-5.3,0.1,9.9
classic_bike,casual,2022-01-26,0.0,0.0,0,1,1,0,4.4,-9.0,0.0,9.9
classic_bike,casual,2022-01-26,0.0,0.0,1,56,1,0,4.4,-9.0,0.0,9.9
classic_bike,casual,2022-01-26,0.0,1.0,1,24,1,0,4.4,-9.0,0.0,9.9
classic_bike,casual,2022-01-26,1.0,0.0,1,31,1,0,4.4,-9.0,0.0,9.9
classic_bike,casual,2022-01-26,1.0,1.0,0,1,1,0,4.4,-9.0,0.0,9.9
classic_bike,casual,2022-01-26,1.0,1.0,1,44,1,0,4.4,-9.0,0.0,9.9
classic_bike,casual,2022-01-27,0.0,0.0,0,1,1,0,26.3,16.0,1.2,9.8
classic_bike,casual,2022-01-27,0.0,0.0,1,116,1,0,26.3,16.0,1.2,9.8
classic_bike,casual,2022-01-27,0.0,1.0,1,44,1,0,26.3,16.0,1.2,9.8
classic_bike,casual,2022-01-27,1.0,0.0,1,46,1,0,26.3,16.0,1.2,9.8
classic_bike,casual,2022-01-27,1.0,1.0,0,1,1,0,26.3,16.0,1.2,9.8
classic_bike,casual,2022-01-27,1.0,1.0,1,58,1,0,26.3,16.0,1.2,9.8
classic_bike,casual,2022-01-28,0.0,0.0,0,1,1,0,20.7,10.4,0.9,5.6
classic_bike,casual,2022-01-28,0.0,0.0,1,64,1,0,20.7,10.4,0.9,5.6
classic_bike,casual,2022-01-28,0.0,1.0,1,14,1,0,20.7,10.4,0.9,5.6
classic_bike,casual,2022-01-28,1.0,0.0,1,19,1,0,20.7,10.4,0.9,5.6
classic_bike,casual,2022-01-28,1.0,1.0,0,2,1,0,20.7,10.4,0.9,5.6
classic_bike,casual,2022-01-28,1.0,1.0,1,49,1,0,20.7,10.4,0.9,5.6
classic_bike,casual,2022-01-29,0.0,0.0,0,2,0,0,16.8,6.9,0.1,9.9
classic_bike,casual,2022-01-29,0.0,0.0,1,94,0,0,16.8,6.9,0.1,9.9
classic_bike,casual,2022-01-29,0.0,1.0,1,42,0,0,16.8,6.9,0.1,9.9
classic_bike,casual,2022-01-29,1.0,0.0,1,45,0,0,16.8,6.9,0.1,9.9
classic_bike,casual,2022-01-29,1.0,1.0,1,59,0,0,16.8,6.9,0.1,9.9
classic_bike,casual,2022-01-30,0.0,0.0,0,1,0,0,23.9,17.3,0.0,9.9
classic_bike,casual,2022-01-30,0.0,0.0,1,99,0,0,23.9,17.3,0.0,9.9
classic_bike,casual,2022-01-30,0.0,1.0,1,46,0,0,23.9,17.3,0.0,9.9
classic_bike,casual,2022-01-30,1.0,0.0,1,35,0,0,23.9,17.3,0.0,9.9
classic_bike,casual,2022-01-30,1.0,1.0,1,65,0,0,23.9,17.3,0.0,9.9
classic_bike,casual,2022-01-31,0.0,0.0,0,2,1,0,31.0,24.8,0.0,9.1
classic_bike,casual,2022-01-31,0.0,0.0,1,91,1,0,31.0,24.8,0.0,9.1
classic_bike,casual,2022-01-31,0.0,1.0,1,32,1,0,31.0,24.8,0.0,9.1
classic_bike,casual,2022-01-31,1.0,0.0,1,33,1,0,31.0,24.8,0.0,9.1
classic_bike,casual,2022-01-31,1.0,1.0,1,70,1,0,31.0,24.8,0.0,9.1
classic_bike,casual,2022-02-01,0.0,0.0,0,4,1,0,39.4,32.6,0.1,9.1
classic_bike,casual,2022-02-01,0.0,0.0,1,108,1,0,39.4,32.6,0.1,9.1
classic_bike,casual,2022-02-01,0.0,1.0,1,48,1,0,39.4,32.6,0.1,9.1
classic_bike,casual,2022-02-01,1.0,0.0,1,47,1,0,39.4,32.6,0.1,9.1
classic_bike,casual,2022-02-01,1.0,1.0,1,63,1,0,39.4,32.6,0.1,9.1
classic_bike,casual,2022-02-02,0.0,0.0,1,13,1,0,23.5,10.8,1.0,4.1
classic_bike,casual,2022-02-02,0.0,1.0,1,7,1,0,23.5,10.8,1.0,4.1
classic_bike,casual,2022-02-02,1.0,0.0,1,10,1,0,23.5,10.8,1.0,4.1
classic_bike,casual,2022-02-02,1.0,1.0,1,16,1,0,23.5,10.8,1.0,4.1
classic_bike,casual,2022-02-03,0.0,0.0,0,1,1,0,22.8,8.8,0.5,9.5
classic_bike,casual,2022-02-03,0.0,0.0,1,37,1,0,22.8,8.8,0.5,9.5
classic_bike,casual,2022-02-03,0.0,1.0,1,15,1,0,22.8,8.8,0.5,9.5
classic_bike,casual,2022-02-03,1.0,0.0,1,15,1,0,22.8,8.8,0.5,9.5
classic_bike,casual,2022-02-03,1.0,1.0,1,22,1,0,22.8,8.8,0.5,9.5
classic_bike,casual,2022-02-04,0.0,0.0,0,2,1,0,19.4,8.8,0.0,8.5
classic_bike,casual,2022-02-04,0.0,0.0,1,90,1,0,19.4,8.8,0.0,8.5
classic_bike,casual,2022-02-04,0.0,1.0,1,33,1,0,19.4,8.8,0.0,8.5
classic_bike,casual,2022-02-04,1.0,0.0,1,33,1,0,19.4,8.8,0.0,8.5
classic_bike,casual,2022-02-04,1.0,1.0,1,41,1,0,19.4,8.8,0.0,8.5
classic_bike,casual,2022-02-05,0.0,0.0,1,61,0,0,13.6,1.1,0.0,9.9
classic_bike,casual,2022-02-05,0.0,1.0,1,28,0,0,13.6,1.1,0.0,9.9
classic_bike,casual,2022-02-05,1.0,0.0,1,33,0,0,13.6,1.1,0.0,9.9
classic_bike,casual,2022-02-05,1.0,1.0,1,44,0,0,13.6,1.1,0.0,9.9
classic_bike,casual,2022-02-06,0.0,0.0,0,3,0,0,26.2,15.4,0.0,9.9
classic_bike,casual,2022-02-06,0.0,0.0,1,106,0,0,26.2,15.4,0.0,9.9
classic_bike,casual,2022-02-06,0.0,1.0,1,32,0,0,26.2,15.4,0.0,9.9
classic_bike,casual,2022-02-06,1.0,0.0,1,25,0,0,26.2,15.4,0.0,9.9
classic_bike,casual,2022-02-06,1.0,1.0,0,1,0,0,26.2,15.4,0.0,9.9
classic_bike,casual,2022-02-06,1.0,1.0,1,48,0,0,26.2,15.4,0.0,9.9
classic_bike,casual,2022-02-07,0.0,0.0,0,2,1,0,23.8,13.9,0.0,9.0
classic_bike,casual,2022-02-07,0.0,0.0,1,77,1,0,23.8,13.9,0.0,9.0
classic_bike,casual,2022-02-07,0.0,1.0,1,29,1,0,23.8,13.9,0.0,9.0
classic_bike,casual,2022-02-07,1.0,0.0,1,26,1,0,23.8,13.9,0.0,9.0
classic_bike,casual,2022-02-07,1.0,1.0,0,1,1,0,23.8,13.9,0.0,9.0
classic_bike,casual,2022-02-07,1.0,1.0,1,49,1,0,23.8,13.9,0.0,9.0
classic_bike,casual,2022-02-08,0.0,0.0,0,1,1,0,29.0,20.3,0.0,9.7
classic_bike,casual,2022-02-08,0.0,0.0,1,91,1,0,29.0,20.3,0.0,9.7
classic_bike,casual,2022-02-08,0.0,1.0,1,33,1,0,29.0,20.3,0.0,9.7
classic_bike,casual,2022-02-08,1.0,0.0,1,33,1,0,29.0,20.3,0.0,9.7
classic_bike,casual,2022-02-08,1.0,1.0,0,1,1,0,29.0,20.3,0.0,9.7
classic_bike,casual,2022-02-08,1.0,1.0,1,67,1,0,29.0,20.3,0.0,9.7
classic_bike,casual,2022-02-09,0.0,0.0,0,2,1,0,37.2,29.3,0.0,9.9
classic_bike,casual,2022-02-09,0.0,0.0,1,112,1,0,37.2,29.3,0.0,9.9
classic_bike,casual,2022-02-09,0.0,1.0,1,65,1,0,37.2,29.3,0.0,9.9
classic_bike,casual,2022-02-09,1.0,0.0,1,50,1,0,37.2,29.3,0.0,9.9
classic_bike,casual,2022-02-09,1.0,1.0,1,89,1,0,37.2,29.3,0.0,9.9
classic_bike,casual,2022-02-10,0.0,0.0,0,2,1,0,30.8,21.0,0.0,9.7
classic_bike,casual,2022-02-10,0.0,0.0,1,103,1,0,30.8,21.0,0.0,9.7
classic_bike,casual,2022-02-10,0.0,1.0,1,61,1,0,30.8,21.0,0.0,9.7
classic_bike,casual,2022-02-10,1.0,0.0,1,64,1,0,30.8,21.0,0.0,9.7
classic_bike,casual,2022-02-10,1.0,1.0,1,68,1,0,30.8,21.0,0.0,9.7
classic_bike,casual,2022-02-11,0.0,0.0,0,4,1,0,37.5,28.3,0.0,8.9
classic_bike,casual,2022-02-11,0.0,0.0,1,186,1,0,37.5,28.3,0.0,8.9
classic_bike,casual,2022-02-11,0.0,1.0,1,94,1,0,37.5,28.3,0.0,8.9
classic_bike,casual,2022-02-11,1.0,0.0,1,67,1,0,37.5,28.3,0.0,8.9
classic_bike,casual,2022-02-11,1.0,1.0,1,117,1,0,37.5,28.3,0.0,8.9
classic_bike,casual,2022-02-12,0.0,0.0,0,1,0,0,19.5,7.6,0.0,9.8
classic_bike,casual,2022-02-12,0.0,0.0,1,130,0,0,19.5,7.6,0.0,9.8
classic_bike,casual,2022-02-12,0.0,1.0,1,50,0,0,19.5,7.6,0.0,9.8
classic_bike,casual,2022-02-12,1.0,0.0,1,54,0,0,19.5,7.6,0.0,9.8
classic_bike,casual,2022-02-12,1.0,1.0,0,2,0,0,19.5,7.6,0.0,9.8
classic_bike,casual,2022-02-12,1.0,1.0,1,71,0,0,19.5,7.6,0.0,9.8
classic_bike,casual,2022-02-13,0.0,0.0,0,4,0,0,16.0,5.5,0.0,9.8
classic_bike,casual,2022-02-13,0.0,0.0,1,131,0,0,16.0,5.5,0.0,9.8
classic_bike,casual,2022-02-13,0.0,1.0,1,56,0,0,16.0,5.5,0.0,9.8
classic_bike,casual,2022-02-13,1.0,0.0,1,44,0,0,16.0,5.5,0.0,9.8
classic_bike,casual,2022-02-13,1.0,1.0,0,1,0,0,16.0,5.5,0.0,9.8
classic_bike,casual,2022-02-13,1.0,1.0,1,63,0,0,16.0,5.5,0.0,9.8
classic_bike,casual,2022-02-14,0.0,0.0,0,2,1,0,20.6,11.9,0.0,9.9
classic_bike,casual,2022-02-14,0.0,0.0,1,117,1,0,20.6,11.9,0.0,9.9
classic_bike,casual,2022-02-14,0.0,1.0,1,43,1,0,20.6,11.9,0.0,9.9
classic_bike,casual,2022-02-14,1.0,0.0,1,44,1,0,20.6,11.9,0.0,9.9
classic_bike,casual,2022-02-14,1.0,1.0,0,1,1,0,20.6,11.9,0.0,9.9
classic_bike,casual,2022-02-14,1.0,1.0,1,62,1,0,20.6,11.9,0.0,9.9
classic_bike,casual,2022-02-15,0.0,0.0,0,1,1,0,32.0,24.3,0.0,9.8
classic_bike,casual,2022-02-15,0.0,0.0,1,172,1,0,32.0,24.3,0.0,9.8
classic_bike,casual,2022-02-15,0.0,1.0,1,63,1,0,32.0,24.3,0.0,9.8
classic_bike,casual,2022-02-15,1.0,0.0,1,75,1,0,32.0,24.3,0.0,9.8
classic_bike,casual,2022-02-15,1.0,1.0,1,100,1,0,32.0,24.3,0.0,9.8
classic_bike,casual,2022-02-16,0.0,0.0,0,1,1,0,49.8,46.3,0.0,9.1
classic_bike,casual,2022-02-16,0.0,0.0,1,158,1,0,49.8,46.3,0.0,9.1
classic_bike,casual,2022-02-16,0.0,1.0,1,65,1,0,49.8,46.3,0.0,9.1
classic_bike,casual,2022-02-16,1.0,0.0,1,68,1,0,49.8,46.3,0.0,9.1
classic_bike,casual,2022-02-16,1.0,1.0,1,105,1,0,49.8,46.3,0.0,9.1
classic_bike,casual,2022-02-17,0.0,0.0,0,1,1,0,28.9,16.4,0.8,5.9
classic_bike,casual,2022-02-17,0.0,0.0,1,69,1,0,28.9,16.4,0.8,5.9
classic_bike,casual,2022-02-17,0.0,1.0,1,16,1,0,28.9,16.4,0.8,5.9
classic_bike,casual,2022-02-17,1.0,0.0,1,20,1,0,28.9,16.4,0.8,5.9
classic_bike,casual,2022-02-17,1.0,1.0,1,31,1,0,28.9,16.4,0.8,5.9
classic_bike,casual,2022-02-18,0.0,0.0,1,76,1,0,19.8,7.2,1.1,9.9
classic_bike,casual,2022-02-18,0.0,1.0,1,24,1,0,19.8,7.2,1.1,9.9
classic_bike,casual,2022-02-18,1.0,0.0,1,30,1,0,19.8,7.2,1.1,9.9
classic_bike,casual,2022-02-18,1.0,1.0,0,1,1,0,19.8,7.2,1.1,9.9
classic_bike,casual,2022-02-18,1.0,1.0,1,59,1,0,19.8,7.2,1.1,9.9
classic_bike,casual,2022-02-19,0.0,0.0,0,4,0,0,17.5,3.7,0.0,9.9
classic_bike,casual,2022-02-19,0.0,0.0,1,121,0,0,17.5,3.7,0.0,9.9
classic_bike,casual,2022-02-19,0.0,1.0,1,55,0,0,17.5,3.7,0.0,9.9
classic_bike,casual,2022-02-19,1.0,0.0,1,43,0,0,17.5,3.7,0.0,9.9
classic_bike,casual,2022-02-19,1.0,1.0,0,1,0,0,17.5,3.7,0.0,9.9
classic_bike,casual,2022-02-19,1.0,1.0,1,66,0,0,17.5,3.7,0.0,9.9
classic_bike,casual,2022-02-20,0.0,0.0,0,3,0,0,36.5,27.0,0.0,9.9
classic_bike,casual,2022-02-20,0.0,0.0,1,322,0,0,36.5,27.0,0.0,9.9
classic_bike,casual,2022-02-20,0.0,1.0,1,99,0,0,36.5,27.0,0.0,9.9
classic_bike,casual,2022-02-20,1.0,0.0,1,139,0,0,36.5,27.0,0.0,9.9
classic_bike,casual,2022-02-20,1.0,1.0,1,176,0,0,36.5,27.0,0.0,9.9
classic_bike,casual,2022-02-21,0.0,0.0,0,5,1,1,41.9,38.1,0.0,9.2
classic_bike,casual,2022-02-21,0.0,0.0,1,292,1,1,41.9,38.1,0.0,9.2
classic_bike,casual,2022-02-21,0.0,1.0,1,128,1,1,41.9,38.1,0.0,9.2
classic_bike,casual,2022-02-21,1.0,0.0,1,141,1,1,41.9,38.1,0.0,9.2
classic_bike,casual,2022-02-21,1.0,1.0,1,174,1,1,41.9,38.1,0.0,9.2
classic_bike,casual,2022-02-22,0.0,0.0,0,2,1,0,36.7,29.3,0.0,5.2
classic_bike,casual,2022-02-22,0.0,0.0,1,93,1,0,36.7,29.3,0.0,5.2
classic_bike,casual,2022-02-22,0.0,1.0,1,27,1,0,36.7,29.3,0.0,5.2
classic_bike,casual,2022-02-22,1.0,0.0,1,27,1,0,36.7,29.3,0.0,5.2
